1, 1172, 2.011944398946005
1, 1405, 2.545839603703662
1, 2193, 2.885192968996378
1, 2968, 2.9219044746380485
2, 52, 3.708974882809766
2, 144, 3.2236117073364183
2, 248, 2.97269315638507
2, 314, 3.372305625081264
2, 319, 3.7536731923788427
2, 370, 3.3171964761838684
2, 371, 3.07716722188232
2, 372, 2.912401265815764
2, 382, 3.028502472980713
2, 405, 2.3279571436209405
2, 485, 2.7073315300012264
2, 537, 2.8802091378966788
2, 550, 2.9475127174801017
2, 616, 3.7053134238889456
2, 661, 3.827014718730374
2, 720, 4.699961684934259
3, 377, 3.2075360344218904
3, 592, 3.032578816398385
3, 595, 3.157799751225112
3, 736, 2.905989262406512
3, 1197, 3.822930709306485
3, 1721, 3.0343156557762825
3, 2716, 3.450128717905586
3, 5349, 3.046838072282186
3, 8636, 2.823075274533959
3, 44191, 3.791801307465043
4, 185, 3.244369958941726
4, 356, 4.2922128118303124
4, 357, 4.099553430478982
4, 364, 4.5253183584073495
4, 410, 3.6577050173416676
4, 435, 3.0277503760931026
4, 440, 4.154851470135979
4, 442, 3.090851648233666
4, 588, 4.39154639858554
4, 589, 4.779888221457021
4, 594, 4.3247886780433165
4, 596, 4.368490330536785
4, 610, 3.513787604405517
4, 616, 4.111625261802203
4, 919, 4.783302984624099
4, 1022, 4.268863944988892
4, 1028, 4.346355750837396
4, 1032, 4.296851481956081
4, 1033, 4.147065004882087
4, 1282, 4.5587083867116185
4, 1334, 3.811249996874282
4, 1372, 3.3972618294587162
4, 1580, 4.427361305199639
4, 1858, 3.063908180346097
4, 1967, 4.427197055809533
4, 2033, 3.5812921286705888
4, 2078, 4.543985793560929
4, 2081, 4.384349244310176
4, 2085, 4.125533831145238
4, 2087, 4.531412765393378
4, 2094, 3.35809546824784
4, 2096, 4.414748357842356
4, 2102, 4.550303706662504
4, 2124, 3.9092442225127373
4, 2141, 4.133968892252814
4, 2454, 4.177912382670163
4, 3034, 4.75738174850678
4, 3108, 4.292752223953605
4, 3255, 4.085681132172049
4, 3263, 3.937654335708934
4, 4006, 4.569821054643834
5, 3, 2.867039130234324
5, 39, 3.714025382078423
5, 104, 3.5805682825191427
5, 788, 3.2636772303673136
5, 1247, 3.827686436236386
5, 1485, 3.445213885742761
5, 1544, 3.0086058330850185
5, 1777, 3.5256659186741133
5, 1997, 3.4321044559624525
5, 2770, 3.108619436395979
5, 4018, 3.3254820475649263
5, 4025, 3.4012347909072407
5, 4447, 3.6398862801225684
5, 4718, 3.112157202497174
5, 5266, 3.5031785646507325
5, 5995, 3.839952299775505
5, 6373, 3.475932750984237
5, 8376, 2.806848951084488
5, 30749, 3.3450165357255273
5, 33679, 2.956291272661526
6, 173, 2.02263577610608
6, 1687, 2.2234965663642727
6, 2019, 3.609112417479926
6, 2072, 3.0222564646055132
6, 2528, 2.8579699927806974
6, 2723, 2.9441277161688806
