1, 1172, 4.257142857142857
1, 1405, 3.085714285714286
1, 2193, 3.171875
1, 2968, 3.823529411764706
2, 52, 3.6555555555555554
2, 144, 3.4782608695652173
2, 248, 3.2
2, 314, 3.9375
2, 319, 4.0
2, 370, 3.010204081632653
2, 371, 3.2666666666666666
2, 372, 3.103448275862069
2, 382, 3.3846153846153846
2, 405, 2.1666666666666665
2, 485, 2.817073170731707
2, 537, 2.8125
2, 550, 3.2222222222222223
2, 616, 3.396551724137931
2, 661, 3.6219512195121952
2, 720, 3.985294117647059
3, 377, 3.5947712418300655
3, 592, 3.4127906976744184
3, 595, 3.784313725490196
3, 736, 3.2261904761904763
3, 1197, 4.202702702702703
3, 1721, 3.3617021276595747
3, 2716, 3.7751937984496124
3, 5349, 3.5045871559633026
3, 8636, 3.661764705882353
3, 44191, 4.025862068965517
4, 185, 3.096590909090909
4, 356, 4.833272197648074
4, 357, 3.644230769230769
4, 364, 3.7351190476190474
4, 410, 3.2416666666666667
4, 435, 2.3666666666666667
4, 440, 3.6052631578947367
4, 442, 2.885135135135135
4, 588, 3.6484375
4, 589, 4.014354066985646
4, 594, 3.587719298245614
4, 596, 3.55
4, 610, 3.35
4, 616, 3.396551724137931
4, 919, 4.0
4, 1022, 3.511111111111111
4, 1028, 3.830188679245283
4, 1032, 3.5
4, 1033, 3.34375
4, 1282, 3.7941176470588234
4, 1334, 3.0
4, 1372, 3.223684210526316
4, 1580, 3.6289308176100628
4, 1858, 2.8333333333333335
4, 1967, 3.693548387096774
4, 2033, 2.9545454545454546
4, 2078, 3.7027027027027026
4, 2081, 3.6538461538461537
4, 2085, 3.2941176470588234
4, 2087, 3.6346153846153846
4, 2094, 3.130434782608696
4, 2096, 3.75
4, 2102, 4.166666666666667
4, 2124, 3.2580645161290325
4, 2141, 3.3157894736842106
4, 2454, 3.6818181818181817
4, 3034, 3.7037037037037037
4, 3108, 3.5806451612903225
4, 3255, 3.5
4, 3263, 3.477272727272727
4, 4006, 3.9285714285714284
